helpful 1,helpful 2,review,rating,summary
0,0,"My old, heavy maul frequently got stuck in the piece of wood.  This one bounces out until it splits, eliminating the effort to pull it back out of the wood and getting it part way into position for the next stroke.  I can also split larger pieces of wood with it.",5,Bounces or Splits
0,0,"Never splitting wood before I went into this venture a bit nervous.  But I did end up splitting a 1/4 cord of wood from big logs rather easily.  I heard the trick was speed. However I found just the normal almost over the head with ""no extra push"" but having good control worked every time.  The bade did exhibit tiny chips, but I kept it sharpened as several recommended.  The price is great and it feels virtually impossible to break. Although I read some had broken the handle. I did over swing once but it did not seem to mark the handle. It did make me concentrate that much harder. I did find stepping back a half of step kept me from compensating as I bent coming forward. I am sure each person swing is a bit different.",5,Excellent Axe
0,0,"I've cut down hundreds of trees and have split all the wood by hand.  I've been through two different mauls, and this my friends, is the best I've used.  It's lighter, but it splits like a maul twice its weight.  I just wanted to try it out when I first got it, so I took a few pieces of some hardwood into the driveway just to see how far it would go down into the wood - I never expected it to slice completely threw and still have enough energy to makes a nice chip in the concrete.  All I can say is wow, I immediately went inside and ordered the 14"" and 8"" hatchets & fiskars sharpener.  I'm 6'4"" and yes, the first couple of strikes I noticed the difference in the length of the handle - however if you follow proper form when splitting wood, you are in absolutely no danger of hitting your shins or feet. I quickly became accustomed to the shorter handle and because of its design, it does not require the ""windup"" and force of the longer and heavier mauls.  Buy it.",5,Best Splitter I've used....
0,0,"This is a great axe. It is the perfect length and weight for my husband and me. We use the axe to split wood for our fire pit in the back yard. The axe blade is very sharp, and I have found that the Fiskars axe sharpener (Fiskars 7861 Axe and Knife Sharpener) works amazingly to resharpen the blade any time it seems to get dull. The handle fits nicely in my hand and is comfortable when splitting wood. I love this axe and recommend it to all.",5,Awesome Axe!!!
12,12,Well balanced and comfortable. This axe does an excellent job splitting smaller to mid sized logs.Edge maintains with a lot of use.Handle seems unbreakable.A quality peice of equipment! Another fiskars winner.,5,Perfect mid size axe!
1,2,A great feeling splitting axe. Very comfortable in my hands and allows me to split wood easily. The overall sharpness of the blade isn't what I expected though. I expected much sharper thus the 4 star rating.,4,Really nice overall
2,3,"Amazons service was a great. Even though I used Supersaver they shipped it right out using UPS and I got it 3 days later. Thanks Amazon.Let me say in general I despise Fiskar tools and never buy them. While some are very well designed the price point demanded by all you people who buy made in China or made India lousy products at Home Depot means Fiskar has to lower the price point to where the quality is not commercial. Fiskar tools in general are not commercial and I have destroyed or worn out every Fiskar tool in short order as I have a large property and commercial orchards and timber land and  my tools are heavily used especially by the 'help' that does not have to pay for the tools.In general I stick with Gransfour Bruks (Sweden), Vaughn (USA), Estwing (USA), Milwaukee (USA-electric saw), Silky Saws /cutting hatchets (Japan) or the professional Grade Husqvarna chainsaws when it comes to felling timber.I took down a big ponderosa pine and was splitting it green. My  near six pound maul was having problems with the big rounds as the wood was very wet. And it is a hassle to use a wedge and 8/10 pound hammer. And my 8 lb maul had a broken handle.Gransfour Bruks does not make an 8 lb maul. I checked the USA sources. No one made an 8 lb maul.I checked with Craftmans who while they do give a lifetime guarantee make their 8 lb Mauls in China now. So no 8 lb splitting mauls made in the USA anymore that I could find, if you know of one let me know. I have my old 8 pound maul head which was made by Craftsman in the USA but have to find a handle for it. Glad I saved the head now.China  is gutting the USA with its currency rigging and we send them fake paper money and they send lousy products with a lot of 'cheating' in the steel quality so fat cat Home Depot Shareholders and Fat Cat Chinese sweat shop owners is all you have and then you get a lousy axe and the ""opportunity' to make yourself poorer and Home Depot Shareholders and the Communist Chinese richer. And a sharp, well designed long lasting tool is the safest tool.Sad to see Craftsman Tools which are nearly commercial grade  go to China. People buying these cheap made in China tools at Home Depot or Sears are hurting us all and especially the people who need commercial grade tools or the 20 pc of America that is unemployed. It is unethical to buy tools made in communist china or india as they use slave labor and you're taking a job away from an American/Canadian and china/india rigs it currency to give its manufacturers the ability to drive USA quality vendors out of business. Buy local. It is 'greener' for this politically correct generation of MTV bra....er kids to buy local.I was very skeptical about the review about this axe, given my prior experience to wear out Fiskar tools in no time or have the help break them in no time,  but I ordered one against my better judgement as Fiskar tools are at least made in Finland which has good protection for labor. And the Finns have a big timber cutting industry they manage well so I suspected maybe the Axe was better or the Finns would just buy the Granfours Bruks' axes from Sweden. So the pressure was on Fiskars to come up with something world class. They surely delivered. This is a superb tool!!This axe is very, very well balanced and designed,  as well balanced and designed as the Gransfour Bruks splitting axe or splitting maul which is saying a lot. It splits like a dream and has the same splitting ability as an 8 lb maul at a much lighter weight which really, really surprised me. So it is particularly good for older people like me that are starting to have trouble with swinging the big mauls all day. The ergonomics are perfect for a 6 foot tall man. The blade keeps its splitting edge well. Splitting a Cord of Pine is near effortless. The only problem is I don't get the good workout anymore the splitting is so effortless. You might not even break a sweat splitting with this axe if you touch up the edge after every cord with a stone. I'm a strong big guy and I was splitting wet 1 foot ponderosa rounds with a 3/4 raise and one arm. It Split just from the gravity fall with the dull factory edge. Truly amazing. Not even my Gransfour splitting axe does that and they shipped it with a dull edge for safety when I tried the dull edge first cut test with just a one arm 3/4 raise. This axe was truly amazing once I put a professional edge on it and got after those 30 in rounds with no problems although you do need some skill to crack a wet 30 inch round on the first go.FYI - Never ever take a splitting axe or maul behind your head. Learn to split and/or you need to get a heavier axe. I never take ad axe behind my head and have never seen professional fallers or buckers to so at least back in the days when they did not have chainsaws and people learned how to use an axe properly.I would have preferred a leather sheath but the plastic one it comes with is very clever. Plastic is not good for the environment. You can always grow more cows or wood.The only question I have is if the handle well hold up and how easy it is to replace. Fiskar steel is better than average, not as good as say Silky Saw steel or Gransfours Bruk steel which is world class,  but it is as good as Estwing steel or Vaughn steel so it is great steel. This axe has a commercial grade head as far as steel quality. It is a great, great head.I gave it five stars as for the price you can't beat this splitting axe. For the homeowner or non professional  you cant beat this splitting axe and the only shame is that Vaughn or Estwing don't make a splitting maul or heavy splitting axe in the USA. This axe is the bomb as this generation says.The only question is how many 'years' of hard use can you get out of the axe handle for professional splitters. But you could buy 4 of these for the price of the Gransfour  maul and this splits better although Gransfours won't like to hear that. The Granfours of course last several generations the steel quality is so good so if you don't want to have your kids buy tools go with Granfours axes and maul if you can afford them. I inherited my grandfathers gransfour axes and I am an old man now and they still cut/split like they were new.Given what is available in the market for high quality 6-8 pound mauls not made in China or India or the third world  this splitting axe is the best choice for the home owner with a lot of wood to split especially big rounds. It really cracks those big rounds I was using a estwing wedge and 8/10 lb Vaughn sledge to break.Looks like they are selling enough of these I can get a new handle if it breaks and the handle is under warranty but I always misplace receipts. I'm going to put some coffee can tin underneath the head to extend the life of the handle as the head is a 'perfect' design. They should give a raise to the engineer who designed this axe. I will  buy a few more of these.In summary a superbly designed axe with capability to split equal to a good usa made 8 lb maul with near commercial quality ex for the handle and lack of a leather sheath. For the price you can't beat this tool and its made in  Finland where the government respects labor and not China or India nations looking to gut and steal USA and Canadian jobs by rigging their currency and employing child labor.Too bad about the cheap looking plastic sheath. A leather sheath and a commercial grade handle of top quality hickory would make this a forever tool and I would gladly pay $75 dollars or more to get the upgrade to the commercial handle and a good sheath. Gransfour is on the run with this axe at last. Heck I would pay 125 dollars for his head on a commercial grade handle it is that good.Thanks Fiskar. Thanks for providing us with an ethical buying choice and such a superb design. Fix your other tool lines and I will be a buyer. This makes up for all the other Fiskar tools I wore out or the help broke. So Fiskar owed me as I don't take back tools I wear out. That is my job to be a buyer and pay a fair price for high quality.This axe has HIGH QUALITY although its is nothing to look at as far as aesthetics. Only Gransfour makes beautiful axes anymore.",5,Superb Axe-Best in the world for the Price
1,1,"This is the first Axe I have ever owned. (Not the first axe I have ever used.)  I am very pleased with it.  At first the head seemed to make the axe feel off balance and heavy, but as I got to using it, it helped get momentum building to make splitting the wood almost effortless.",5,Great Axe Makes splitting wood very easy
0,0,"I have never picked up an axe in my life but in a few hours I split over a cord of wood.  This axe is incredible.  If you are on the fence, don't be!  Buy this axe now!!!",5,"My God, this thing is amazing!"
1,1,"If you’re looking for a well made axe and you don’t want to spend over a hundred dollars to get it then this is what you should buy!  I have beat the hell out of mine so far this wood season and so far I’ve gone through over 6 cords of tamarack pine and oak and this thing never seems to tire me out!  Love the light weight handle which is not cheaply made, but absorbs most of the off strikes and doesn’t seem the worse for wear, just some nice scars.  Holds an excellent edge and cuts through wood like a hot knife through butter.  EXCELLENT PRODUCT!",5,Excellent axe!!!!
0,0,Had a tree cut down in the spring. Picked this guy up to make some firewood for the summer. It is comfortable in the hands and splits wood as if it was a mellon. I've even used it to cut down some Honeysuckle and a small tree. No problems what so ever. The product was shipped on time and packaged well.,5,Feel like Paul Bunyon
1,1,"I bought the 36 inch Fiskars Splitting Axe based on the great reviews of it here early in the Spring of 2013.  I like the long handle and it works good for someone of my height (6 feet).  I can say this wood splitter has been as good as people say it is and is by far the best wood splitter I have owned.  I used to go though a wood handle on my old wood splitter every year because of wear and tear with an occasional miss of my target.  This wood splitter is far lighter and far more durable.  I have cut about 4 cords of wood with it so far and am very pleased with how it works.As many others point out, you will need to keep this sharp for it to work correctly, and I recommend getting the Fiskars 7861 Axe and Knife Sharpener along with this.  I sharpen it every hour or two of good use.  If I notice the wood isn't splitting well, I sharpen it again (it is easy to loose track of time when splitting wood).  I keep the cover on it at all times when not in use as this is not something you want to fall on anything accidentally.I want to thank everyone here for their insightful reviews, which got me to buy this and to Fiskers for making such a great product.  I have been splitting wood for about 10 years now and I only wish I knew about this product when I first started.  I cannot recommend this product enough!",5,The best wood splitter I have ever owned
1,1,"After splitting hundreds of cords of firewood, this is the best splitting maul that I've used.  The hollow handle cuts down on the weight and the efficient design of the wedge make splitting wood much easier.  I was able to split 3-foot cedar rounds relatively easily after failing to be able to with my old splitting maul.  I use the 36 inch handle, but sometimes choke up a bit to get more force.  This is an excellent design that allows you to split wood more quickly with less effort.",5,An excellent product
0,0,"This is an item I purchased based on reviews.  I barely looked at any other splitting axes.The reviewers were right.I am new to splitting, but watched some videos to learn.  This is a solid axe, yet the lightweight handle gives a great balance and reduces fatigue versus heavier, wood versions.  I have a lot of Fiskars tools so I know their plastic-composite is incredibly strong.  They also have a great warranty.In short, if you use this axe how you are supposed to, you will not have a problem splitting logs.",5,The other 1000+ reviewers are correct
0,0,"With a yard full of cut oak and a 20-year-old axe, progress was slow until this dimwit figured out he needed a new axe. After a little bit of research I decided on the Fiskars X27 with the longer handle. After several days of chopping wood I am a believer. The axe arrived in a timely manner with a sharp edge burrowed safely in the protective, snug fitting head cover.Some of the oak sections left for me are 17-20 inches in diameter, an impossibility for my old axe. With the Fiskars I made quick work of a 17"" piece and an 11"" log today. In fact with three hits I was able to split the larger log right down the middle. For other pieces instead of hitting in the middle I chopped pieces off of the edges until the log was small enough to split in the middle.I like this new axe quite a bit. It's sturdy, nicely designed aesthetically, and cuts like nothing I've ever used before without needing the strength of Hercules. The Fiskars is just a little longer than my old axe and is just the right length for this 5 foot 10 inche amateur lumberjack. Occasionally I forgot about those few extra inches of length and hit my target with the axe handle. Eventually I learned to stand back just a little further.At first I wondered if any product could live up to so many positive affirmations. This axe does and for me is well worth the money.",5,Great Tool
0,0,"This Super Splitting axe does exactly what it's supposed to do.  The handle is unbreakable.  Really.  It has very good balance.  Perfect weight.  The shape of the handle fits the hand well, and the curve at the end of the handle makes gripping it easier.  It's very well designed.  It's the favorite of all the guys on the Arborist site.  Great tool  Great price on Amazon.",5,As good as it gets
0,0,"Best combination maul/axe I have found.Sharp,lifetime guarantee,great ergonomics.Another Fiskars product that is well worth the money.Stlii made in Nordic Country,the quality and innovation shows.I like the Teflon coating a lot,no more prying out a stuck maul,it is so well balanced,it is fun again to Chop Wood!",5,WITH FISKARS THERE IS NO DISSAPOINTMENT
0,0,"I wrote reviews on my other Fiskars products and this one is King of them All. I love this axe. With this woodsplitting axe you will not want to own any other splitter. This baby smashes through logs with one medium force swing. The logs explode. I couldn't believe how much wood I split the first day I had this axe. It comes with a great head cover, the axe is light and I think the handle is indestructible. Best money you will ever spend on an axe, especially for wood splitting. No wedges required.",5,Love Fiskars
0,0,"I got this to cut wood for camping and a backyard fire pit.  It's a great axe and the weight is about perfect.  I cut oak, hackberry, and mesquite.",5,excellent
0,0,One of my many home defense weapons.  Not sure if I would grab this first but it could be fun.,5,Nice solid axe
0,0,"+ Doesn't leak+ Simple design+ Easy to connect/disconnect- A bit priceyOverall, very happy, these are nice!  I hope they last in the weather/sun.",5,Best product ever!
0,0,"Unfortunately nothing beats gardena. They kepp tight even after years and years of usage. connect as well as disconnect easy.My parents have some that are at least 20 years old and still fine.I am not sure how many attachments are available in the US but in Europe, this is the Rolls Royce of water hoses. You can get sprnklers, waterguns whatever you can imagine....and of course they are REALLY expensive.....well, you get what you pay for.Before I forget, one thing that makes these connectors so great. Once you disconnect the water stops! No dripping and when you connect the ""hot"" hose...you will not get drenched......If I was unclear pls ask, I will answer if I can",5,if the price wouldnt be.....
0,0,"These use universal metric/US hose connector sizes that should fit either or (I'm using them on US sized threads). I bought two sets of these to go on various hoses, pressure washer, sprayers, sprinklers, virtually every watering device and hose I have has these connected on it. It makes it incredibly simple to switch devices on the hose without having to shut off the water. For the past 6 months I have heavily used all of them and none have leaked at the quick connector or the screw fittings! You can pick up a set of o-ring from harbor freight or buy the proper ones from Gardena to replace the quick connectors if they fail (haven't had any issues yet). You can also try to oil them to bring them back to life, especially if you've left it out over winter.These seem really durable. I have had these on hoses and sprayers that have dropped on pavement and not broken off. I've had several cheaper hose fittings that either started leaking within the first year or broke apart the first time they touched pavement. I expect these to last many years without needing replacement.Had a slight issue when I ordered one of the packages was missing one of the female quick connect fittings from the box - Amazon quickly replaced though. Otherwise these are quality connectors that I will continue to stick with Gardena from now on.",5,Fits great - no leaks
1,1,These are easy to use and perform well as expected. Delivery was fast and the contents were unharmed. The price is higher than comparable products but that is the case with all Gardena items. Worth the extra cost.,5,Handy Connectors
0,0,"I thought that a plastic quick connect might turn out to be cheesy, but I gave them a try anyway.After only one month at the end of a light duty hose, the male end just snapped in half. The plastic sheared in half at the middle of the fitting with the male end still engaged into the female snap. Yup, it was under normal water pressure but it wasn't like I was using the hose as a tow rope, or pumping benzene through it.I've had both brass and aluminum hose quick connects wear out over the years, but never snap in half like that.Next time I'll listen to that little voice.",2,Failed after one month light use.
0,0,I was certain this product would leak but I have had it hooked up to water under pressure for  some time now and have not noticed a single drip. I will add more to other quick connect purposes.,5,Quick connect garden hose connector
0,0,"Hello. My name is Momster and I am a gadget lover. Oh, I am also lazy...I got sick and tired of screwing and unscrewing my garden hoses whenever I wanted to swap from nozzle to sprinkler. Much to my delight, I found these years ago when buying a new sprinkler (a Gardena) and haven't been able to do without these since.I have a two-way connector attached to my spigot with a QC (Quick Connector), one side goes to our auto-timer that runs the sprinkler (told you I was a lazy gadget lover!!), and one to the regular cleaning/tasking hose. On the end of my tasking hose is another QC so I can slap on another sprinkler or nozzle with very little effort. Because I have a QC on the spigot as well, I can easily change hose configuration without breaking my back because I'd have to bend over AND twist around to access that one.NOTE: Because these are made of plastic, they do have a limited life - especially if you leave them out all year long. (Been there, done that.)  The summer sun and winter freeze will cause the pieces to crack sometimes, so be sure to check them before you use them at the start of the season.Part of the fun is figuring out which pieces should go to what. Have fun with that. But honestly, once you get everything figured out, you'll wonder why in the world you struggled so long without them...especially as you get older....it's no fun playing Twister to get at the spigot.",5,I'm in connector heaven!
0,0,I much prefer snap connectors thought they tend to be overpriced.  Gardena is my favorite brand.  I usually remove the autostop valve inside.,5,Favorite connectors
0,0,This is great!  Sure beats screwing and unscrewing hoses & attachments.  One came with the Gardena Sprikler that I odered and I liked it so much that I ordered the Starter Set for all my other attachments.  Now I just plug and unplug.,5,Very Easy to Use
0,0,"I wanted a patio box to reduce the clutter of watering cans, garden supplies, and other odds and ends that sat on my patio.  This one is perfect!  It's a great size, not too big, is sturdy, and was a breeze to assemble (no tools needed).  Very happy with this purchase.",5,Great storage
0,0,I have 2 of these. One is a year old and I just ordered a 2nd. They work great to keep things dry and make my yard look less cluttered with stuff.,5,They work great to keep things dry and make my yard look ...
5,6,"I put this together in about 5 minutes and it's sitting on my back porch right now.  It's strong enough for a 200lb person to sit on comfortably and it's roomy enough inside for all my pool equipment, pool toys, and other miscellaneous things that were sitting around making a mess.  The porch looks great now without all of the clutter!  I'm thinking of buying a second one since I liked this one so much.",5,Great product
0,0,"The size of this item as described is the very maximum outside dimensions.  Anything you want to put inside it will need to fit the interior of a box about 2 inches less on width, length and height.  Not saying the info is deceptive, just not as clear as it might be!  I have a small air compressor that I thought would fit inside it because it is a bit less than the 21 inch height from the description but the inside of the box is a little under 18"".  I was able to make it work by leaving out the bottom tray and trimming away some of the reinforcing ribs in the lid...which reduces the strength making it unsuitable for sitting on but I didn't plan to sit on it anyway.",4,"Decent product, easy to assemble but watch the dimensions"
0,0,"I ordered 2 of these, we really like them.  They are well made and I think they will last a long time outside holding our misc. items (water hoses; electric cords; pool vacuum; etc.).  I don't think they are strong enough to use as a seat, but, we don't need them for that.",5,Excellent Outside chest.
0,0,"I am very happy with this deck box. It is very roomy. I keep all my garden supplies there. It was very easy to install, just 5 min, snap all the parts and it is ready to use. It is sturdy too. We sit on it and it holds me, my husband and my 3 years old with no problems. I actually store there some vegetables and fruits, like potato and apples, when I do not have room in refrigerator and I know that animals won't get it. It nicely blends with my white walls of the house.",5,Great storage container
0,0,"Here in Houston I go through one of these reels every 3 years give or take a bit. What happens is the central support for the wheel simply snaps and the reel then hangs at an odd angle. Soon, it will just fall off. At least it gives a bit of warning.Examining the carcasses of my dead reels I've learned that the plastic bleaches in the sun and the heat and then becomes brittle. It just crumbles. If the reel is full of hose, that extra weight doesn't help much either.I'm going to try knocking back to just 50 feet of hose instead of the full reel of hose. My experienced guess is that will work  better. Also I'll spray some UV protectant on the hub before I mount the reel. That may help.So why do I keep buying these if they don't last too long? Well, for one I've got my holes drilled in the brick and I really like just being able to slap the new unit in place of the old one without drilling even more holes for some new reel which may or may not last any longer than this one. Also, I don't see where anybody makes a side winding reel that is that much better than this one for the price at this time.",3,Can't take too much weight or bright sun
0,0,This is the second of theses reels I have purchased.  The first one broke after much use due to the stress and a heavy hose I had installed.  This time I purchased a much lighter weight hose and it works great.,4,Good Hose Reel
1,2,"I bought a STA100 at True Value Hardware this morning. It ran $23.99 + tax = $25.50. (With a store buyers card). It's slightly different than the one I replaced, requiring me to drill 3 new holes. Not an issue with me. Like other reviews I've read, the round parts that are on either side of the wrapped hose were also warped. That means it came from the factory/shipper that way. There was no damage to the shipping box. Perhaps the heat from the sun will help straighten that out. I also read their 5 year warranty, which I doubt I would ever use. The defective one needs to be shipped back to the company at owners expense, they will fix or replace it, then you must pay for return shipping. That is NOT a good or reasonable warranty. Still, I'm satified with my purchase. UPDATE: IT DIDN'T EVEN LAST ONE YEAR. WHILE I LIVE IN ARIZONA WHERE IT'S HOT, THE PLASTIC DRIED OUT AND FRONT PART WITH THE HOSE FELL OFF AFTER BREAKING. IT'S NOW USELESS AND IN THE TRASH. DON'T WASTE YOUR MONEY. OR AT LEAST DO NOT BUY ONE THAT MOUNTS ON A WALL. CHANGE MY RATING TO A 1 OR 2.",3,"Warped plastic, at-your-expense warranty."
7,7,"The fatal flaw with the design of this hose reel is that it can not support the weight of a 100' hose full of water. The first problem was that the wheel part wanted to separate from the spindle due to the weight of hose.  Finally the part you screw to the wall gave way and broke in half after about a year.  This is a waste of money - anything plastic is essentially junk.  I have now replaced it with a full metal version from another maker that was about three times the price.  It looks like it will work forever.  Also, this reel BARELY is able to hold 100ft of 5/8"" hose.  It is probably more suited for 50 or 75ft.  If I had it to do all over again, I would have purchased a quality reel the first time.",2,"Lasts for a few months, then breaks"
1,1,"I've had this for four years.  It leaked from day one.  Finally took it down to see if I could fix it.  The replacement part from Suncast costs 64 cents but the shipping is $9.50. On a 4 year old item, replacing the part doesn't make sense. Since this hose is right next to my front door, I have to have some sort of reel.  I'll look elsewhere.",2,LEAKS AND NO PARTS
4,4,"This stovetop smoker is amazing.  We currently own theChar Broil Silver Smokerand it take 5+ hours to smoke fish and meats.  The stovetop smoker can achieve the same results in about 30-40 minutes.  I love using different varietities of the smoking chips and foods come out tender, juicy and full of flavor.  Clean up is simple since I use foil to line the bottom of the drip pan.  All I have to do is toss out the smoking chips ashes, peel back the aluminum foil, give it a quick wash and rinse to get any moisture or any food splatter on the lid  and store it until the next use.  This unit does not fill your house with smoke but you can smell the wonderful aroma of cedar, apple, mesquite or whatever flavor of chips you use.Since I have a smooth top stove and do not want to scratch the surface, I use the stovetop smoker on top ofSanyo HPS-SG3 200-Square-Inch Electric Indoor Barbeque Grill, Blackand also use it on with myWeber 586002 Q 320 Portable Outdoor Gas Grill.  Using it on the Weber Grill gets slower cooking results but it is great to take to picnics and camping to smoke up those fish you catch!",5,Smoke your foods with less effort and less time
3,3,"This stove top smoker is one of the best products I have ever used (and I use it often).  I have had this thing for about 5 or 6 years now.  It is as good as the day I bought it.  I smoke chicken and ribs mainly but you can smoke just about anything that you could in a regular smoker (just not as much in terms of amount).  It is easy to clean and the wood chips are reasonable in price.  You only use about a teaspoon to a tablespoon depending on what you are smoking.  I would highly recommend this product.  The best wood to use is hickory (it is the all around best for all types of meats).  The next best as far as i have found is the Cherry.  It imparts a nice fruity taste to meat.  If anything happens to this smoker, I will certainly buy another one.  This product is one that lasts and lasts!",5,One of the best products I have ever had!
1,10,"I have not used this product yet, but it is very heavy and lots of wood chips came with it. I am looking forward to having the time to fool with it.",3,smoker
0,10,I have NEVER used this product after purchasing two or three years ago.  Other reviewers seemed to like it so I gave it five stars.  I have packed it away somewhere and will give it away to anyone who wants it.,5,Stainless Steel Stovetop Smoker
0,0,"pick a flavor of smoke, get some of Cameron's wood dust in that flavor and get ready to smoke stovetop style, any season.  just great flavor.",5,made my kitchen smell like smokerdome
195,200,"I lived in a condo for years and really missed cooking outdoors and the tremendous flavor of food slow smoked in a smoker.  I bought this awhile ago and have been pretty happy with it.  It's stainless steel, durable and comes with samples of 4 different types of wood chips. You can buy more from Cameron international or Amazon.com. I use it all the time and never have any problems with smoke filling up the kitchen and the smoke detector never goes off. It's a closed unit so virtually all of the smoke stays inside.  If there is a problem with smoke escaping, the instructions include tips on how to correct the problem.  Usually, the lid just needs a little tweaking.I think the first thing I smoked in it was salmon and let me tell you it was delicious! I have also smoked chicken, turkey wings, sweet potatoes, potatoes, shrimp, burgers, and cheese all with excellent results.  I put the potatoes in the microwave for a few minutes to shorten the cooking time. The chicken doesn't brown as in a traditional outdoor smoker or grill but you can finish cooking it in the oven to brown it.  If it's smoke flavor you are after, this is a very good alternative to outdoor smoking!Cleaning the smoker is a breeze if you first spray the rack with cooking spray.  Also if you line the base of the smoker and the drip pan with aluminum foil all you have to do is let it cool completely and dump the foil in the trash.  This will help to keep your pans from getting black and shortens clean up time.",5,Great for Indoor Smoking
233,240,"I just tried my stovetop smoker and was amazed at the results.  I've used a large outdoor smoker for years, and was skeptical about the stovetop smoker.  I used it to prepare chicken breasts, and they cooked fast and were juicy and tender, and had just the right amount of smoke flavor.  I'm looking forward to using my stovetop smoker for seafood and vegetables.  It's a great way to add flavor to food, and a very healthy way to cook.The smoker is constructed from heavy steel and is well made.  I could smell the smoke as the food cooked, but it wasn't intense and there was no smoke in the house.  I'll still use my outdoor smoker for batch cooking or for smoking large birds, but expect to get a lot of use out of the stovetop smoker.",5,Amazing results!
1,1,"Used once and really like it. I smoked whole chicken, but I cut chicken in half and smoked about 1.5 hours on lower heat. The chips birned, so next time I would add more chips. I did have to finish chicket (to add some crispiness) in the oven for 10 min. The chicken came out excellent, best chicken I ever cooked. With chicken smoked potato and came out very nice as well with delicate flavor of smoke. Also, I considered as a bonus the aroma of smoked wood that fill out my house, loved it. It was not strong, but flavorful. Highly recommend this product.",5,Like it a lot
22,22,"I've had this grill for about two months now and I love it. It's nice to see that Char-broil has taken the initiative to break free from the standard black, rectilinear grill. This grill tucks neatly into the corner of my back deck and looks great. Friends are always commenting on it.As for cooking, the smaller grill surface has proven to be ample for parties of four when cooking fish, steaks or skewered items. For sandwich-style grilling (e.g., hamburgers, hotdogs, etc.) you can cook for twice that many. The cooking surface itself is a refreshing change as well; the metal slats are thick and give restaurant-style grill marks to your food, while providing more surface area for smaller items to sit on. The Patio Caddie comes with hickory-scented briquettes that enhance the flavor and mask the gas scent.Be sure to consider the Patio Caddie if you're in the market for a high quality gas grill in this price range. You can't go wrong!",5,Excellent Grill in a Smartly Designed Package
1,1,"I've owned the Char-Broil Patio Caddie for quite a few years and I am currently on my 2nd grill.  For those looking for a compact grill to use on a small patio or balcony, I believe that this is the best grill that you'll find.I'm not sure if the other reviews mention this or not, but this grill does accept a full-size propane cannister, so you can just swap it out at your local drug or hardware store when it's empty.  My grill did come with the smaller cannister, but I bought it quite awhile ago, so perhaps they no longer do.  If yours doesn't, it's no great loss, in my view, because once again, I've never used the smaller cannister.  Just get yourself a full-sized one and it will last a lot longer.The temperature gauge seems very accurate and the grill is quite durable. I figure that this grill should last you about 5-6 years, with regular use.  I'd definitely recommend it and I'd also suggest buying the cover to keep it looking nice on the outside as well.",5,The best propane grill for small areas
9,9,"This is a perfect grill for small groups.  I typically only grill for my wife and I so the size is perfect.  It wasn't too difficult to assemble and the parts machining is excellent, everything fit together very well.  I have only 2 problems with this grill.  First, the hangers you attach to the lid to allow you to hang the lid from the side of the grill are quite a pain when placing the lid.  Makes it difficult for the lid to fit snugly.  Not a problem, I'll just take the hangers off as they don't work that well anyway.  Second, I grilled on it 2 days ago, on a fairly calm day weather wise.  For some reason the flame kept going out.  Took me an hour to grill 4 steaks, should have only taken 20 minutes.  Not sure what causes this problem as I haven't ready anyone else experiencing it.  It's annoying enough that it keeps the grill from getting 5 stars.",4,"Good, but not Great"
1,1,I bought this a replacement for one exactly like it.  The old one finally was put to rest after many years of use by my parents.  This compact grill is easy to use and uses up very little space.  Perfect for a small deck.  Great construction and easy set up.  The one drawback was that the new grill did not come with the two side tables that the original grill had. I took them off the old grill and installed them on the new one.,4,Great compact grill
1,1,"I love this grill, it is deceptively small from the outside. You can probably fit 8-10 burgers on it. It takes up a third of the space as my old ""Grill 2 Go"" portable grill. It has an attractive dark green finish. As others have said, it heats evenly unlike most grills which focus the heat along the burner.The only reason I'm giving it three starts is because Amazon (and the Char Broil) site lists it as having a propane tank included. From reading the Amazon description and some other reviewers comments, it should've come with a smaller propane tank. According to the Char Broil site there should be a 20 pound tank. I sent Amazon an email followed by a phone call, and they stated that there should've been a tank, so they immediately sent me a new grill, had it the next day, great customer service! But this one, like the first box said on the outside ""LP tank not included."" I called Amazon now, and the rep agreed that there should be a tank, and sending a third unit would be pointless as it would probably not have a tank. Amazon offered me a $30 refund to cover the cost of a 20 pound tank purchased locally, which was an acceptable resolution.",3,Great grill be forewarned though
0,0,"This would have been a zero star review if I could have done that.  Yellowjackets would fly around it but would not enter.  After three weeks I tried to return and Amazon didn't even want the POS returned, just gave me a credit.  I guess not having to return it is worth one star.",1,Useless - They Didn't Even Want It Back
0,0,"Don't waste your time or money on this peace of pretty plastic.  Using the bait that came with it and the bait refills I bought extra, it never trapped one yellow jacket in an area well populated with the little pests.  Save your money and get a good fly swatter and some spray for the nests.",1,At total waste of money
1,1,"With the included attractant I caught one yellowjacket.  They preferred to go to the hummingbird feeder and when I took the feeder down they flew away.  Using apple juice I caught some even with the feeder up and more when I took the feeder down.  They live for several days and most of them eventually escaped at night.  Next year I will put this in the refrigerator each night to chill the yellowjackets, kill them while they are torpid, and then put it back up.  Apple juice worked in the fall but something else might be required in the spring.",3,OK with the Correct Bait
